Data,Turno,PEvento,FreqPEvento,DuracaoPEvento,SEvento,FreqSEvento,DuracaoSEvento,Somatoral,Dds,Maquina,Meta,Dds2,ID,IE,IQ,OEE
2025-02-21,1,OPERANDO,19,15301.0,AGUARDANDO MANUTENÇÃO,2,3401.0,33480.0,6.0,Maquina Eta,68.0,sexta-feira,48.3,103.08,100.0,49.79
2025-02-21,2,MANUTENÇÃO CORRETIVA,1,31356.0,AGUARDANDO MANUTENÇÃO,1,922.0,32760.0,6.0,Maquina Eta,68.0,sexta-feira,0.0,,,
2025-02-21,3,TURNO NÃO PLANEJADO,1,21067.0,MANUTENÇÃO CORRETIVA,2,9425.0,31560.0,6.0,Maquina Eta,68.0,sexta-feira,0.0,,,
2025-02-21,1,OPERANDO,34,12892.0,ProblemasProcesso,21,4269.0,33480.0,6.0,Maquina Theta,69.0,sexta-feira,40.83,82.92,100.0,33.86
2025-02-21,2,OPERANDO,22,14946.0,ProblemasManutencao,3,9003.0,32760.0,6.0,Maquina Theta,69.0,sexta-feira,48.28,89.39,100.0,43.16
2025-02-21,3,TURNO NÃO PLANEJADO,1,31560.0,LIMPEZA DO POSTO DE TRABALHO,0,0.0,31560.0,6.0,Maquina Theta,69.0,sexta-feira,,,,
2025-02-21,1,OPERANDO,18,21094.0,LIMPEZA DO POSTO DE TRABALHO,1,2091.0,33480.0,6.0,Maquina Iota,68.0,sexta-feira,66.58,97.15,100.0,64.68
2025-02-21,2,Parada planejada,1,8671.0,OPERANDO,13,8566.0,32760.0,6.0,Maquina Iota,68.0,sexta-feira,38.61,100.75,100.0,38.9
2025-02-21,3,TURNO NÃO PLANEJADO,1,31560.0,APONTANDO,0,0.0,31560.0,6.0,Maquina Iota,68.0,sexta-feira,,,,
2025-02-21,1,OPERANDO,26,8034.0,ProblemasProcesso,15,5363.0,33480.0,6.0,Maquina Kappa,65.0,sexta-feira,25.36,98.8,100.0,25.06
2025-02-21,2,ProblemasManutencao,5,9312.0,OPERANDO,25,8886.0,32760.0,6.0,Maquina Kappa,65.0,sexta-feira,31.63,99.63,100.0,31.51
2025-02-21,3,TURNO NÃO PLANEJADO,3,27847.0,ProblemasProcesso,2,1220.0,31560.0,6.0,Maquina Kappa,65.0,sexta-feira,26.56,,,
2025-02-21,1,OPERANDO,8,13542.0,PREPARAÇÃO,3,7440.0,33480.0,6.0,Maquina Lambda,55.0,sexta-feira,42.79,96.14,100.0,41.14
2025-02-21,2,Parada planejada,1,23759.0,OPERANDO,4,4274.0,32760.0,6.0,Maquina Lambda,55.0,sexta-feira,47.48,91.39,100.0,43.39
2025-02-21,3,TURNO NÃO PLANEJADO,1,31560.0,,,,31560.0,6.0,Maquina Lambda,55.0,sexta-feira,,,,
2025-02-21,1,OPERANDO,19,11993.0,Parada planejada,1,6718.0,33480.0,6.0,Maquina Sigma,60.0,sexta-feira,48.05,76.93,100.0,36.96
2025-02-21,2,OPERANDO,7,9565.0,ProblemasManutencao,3,8887.0,32760.0,6.0,Maquina Sigma,60.0,sexta-feira,30.89,85.82,100.0,26.51
2025-02-21,3,TURNO NÃO PLANEJADO,1,31560.0,OPERANDO,0,0.0,31560.0,6.0,Maquina Sigma,60.0,sexta-feira,,,,
2025-02-21,1,OPERANDO,25,19086.0,Oportunidadesdemelhoria,8,4196.0,33480.0,6.0,Maquina Omega,65.0,sexta-feira,60.25,114.59,100.0,69.04
2025-02-21,2,OPERANDO,16,10875.0,ProblemasManutencao,3,9230.0,32760.0,6.0,Maquina Omega,65.0,sexta-feira,35.17,95.33,100.0,33.53
2025-02-21,3,TURNO NÃO PLANEJADO,1,31560.0,APONTANDO,0,0.0,31560.0,6.0,Maquina Omega,65.0,sexta-feira,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Alpha,65.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,52920.0,,,,52920.0,7.0,Maquina Alpha,65.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,30600.0,ProblemasProcesso,0,0.0,30600.0,7.0,Maquina Beta,65.0,sabado,,,,
2025-02-22,2,OPERANDO,16,17166.0,FIM DE SEMANA,3,7769.0,30600.0,7.0,Maquina Beta,65.0,sabado,81.63,117.5,100.0,95.92
2025-02-22,3,FIM DE SEMANA,1,25200.0,APONTANDO,0,0.0,25200.0,7.0,Maquina Beta,65.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,3,15901.0,Parada planejada,1,3010.0,22080.0,7.0,Maquina Gamma,67.0,sabado,36.38,10.27,100.0,3.74
2025-02-22,2,FIM DE SEMANA,7,23521.0,OPERANDO,13,4214.0,32760.0,7.0,Maquina Gamma,67.0,sabado,48.15,63.2,100.0,30.43
2025-02-22,3,OPERANDO,9,8853.0,FIM DE SEMANA,8,7351.0,20160.0,7.0,Maquina Gamma,67.0,sabado,76.6,34.91,101.52,27.15
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Delta,65.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Delta,65.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Delta,65.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Epsilon,63.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Epsilon,63.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Epsilon,63.0,sabado,,,,
2025-02-22,1,OPERANDO,15,14325.0,ProblemasManutencao,1,5968.0,30600.0,7.0,Maquina Zeta,68.0,sabado,53.83,104.57,100.0,56.29
2025-02-22,2,FIM DE SEMANA,4,15288.0,OPERANDO,12,10591.0,30600.0,7.0,Maquina Zeta,68.0,sabado,80.03,95.83,100.0,76.69
2025-02-22,3,FIM DE SEMANA,1,25200.0,ProblemasProcesso,0,0.0,25200.0,7.0,Maquina Zeta,68.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Eta,68.0,sabado,,,,
2025-02-22,2,OPERANDO,18,12624.0,FIM DE SEMANA,10,9509.0,32760.0,7.0,Maquina Eta,68.0,sabado,80.97,86.66,100.0,70.17
2025-02-22,3,OPERANDO,10,11943.0,FIM DE SEMANA,1,3538.0,20160.0,7.0,Maquina Eta,68.0,sabado,80.58,89.83,100.0,72.39
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-02-22,1,AGUARDANDO MANUTENÇÃO,4,5281.0,LIMPEZA DO POSTO DE TRABALHO,1,4091.0,22080.0,7.0,Maquina Kappa,65.0,sabado,5.21,,,
2025-02-22,2,FIM DE SEMANA,2,28440.0,OPERANDO,5,2371.0,32760.0,7.0,Maquina Kappa,65.0,sabado,54.88,53.65,100.0,29.44
2025-02-22,3,OPERANDO,14,12116.0,ProblemasProcesso,6,1862.0,20160.0,7.0,Maquina Kappa,65.0,sabado,69.33,109.6,100.0,75.99
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-02-22,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-02-22,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-02-22,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-02-23,3,FIM DE SEMANA,2,30840.0,,,,30840.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-02-23,1,FIM DE SEMANA,1,30600.0,,,,30600.0,1.0,Maquina Beta,65.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,2,27433.0,OPERANDO,2,2909.0,30600.0,1.0,Maquina Beta,65.0,domingo,91.85,110.9,100.0,101.86
2025-02-23,3,OPERANDO,14,8841.0,MANUTENÇÃO CORRETIVA,1,4471.0,25200.0,1.0,Maquina Beta,65.0,domingo,51.7,79.62,100.0,41.16
2025-02-23,1,FIM DE SEMANA,5,12485.0,OPERANDO,13,9554.0,33480.0,1.0,Maquina Gamma,67.0,domingo,58.55,32.78,188.24,36.13
2025-02-23,2,FIM DE SEMANA,5,8727.0,OPERANDO,9,4636.0,22080.0,1.0,Maquina Gamma,67.0,domingo,42.57,76.86,116.28,38.05
2025-02-23,3,OPERANDO,25,9968.0,FIM DE SEMANA,5,6182.0,30840.0,1.0,Maquina Gamma,67.0,domingo,40.6,31.47,106.84,13.65
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Delta,65.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Delta,65.0,domingo,,,,
2025-02-23,3,MANUTENÇÃO PREVENTIVA,1,30840.0,,,,30840.0,1.0,Maquina Delta,65.0,domingo,,,,
2025-02-23,1,OPERANDO,16,10066.0,FIM DE SEMANA,2,8229.0,33480.0,1.0,Maquina Epsilon,63.0,domingo,42.92,81.24,100.0,34.87
2025-02-23,2,FIM DE SEMANA,1,22080.0,ProblemasProcesso,0,0.0,22080.0,1.0,Maquina Epsilon,63.0,domingo,,,,
2025-02-23,3,OPERANDO,30,13121.0,PREPARAÇÃO,4,3050.0,30840.0,1.0,Maquina Epsilon,63.0,domingo,44.74,62.44,100.0,27.94
2025-02-23,1,FIM DE SEMANA,1,30600.0,,,,30600.0,1.0,Maquina Zeta,68.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,30600.0,,,,30600.0,1.0,Maquina Zeta,68.0,domingo,,,,
2025-02-23,3,OPERANDO,17,12253.0,FIM DE SEMANA,3,2456.0,25200.0,1.0,Maquina Zeta,68.0,domingo,57.64,92.56,100.0,53.35
2025-02-23,1,FIM DE SEMANA,1,33480.0,AGUARDANDO CHEFE/PREPARADOR/ENGENHARIA,0,0.0,33480.0,1.0,Maquina Eta,68.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Eta,68.0,domingo,,,,
2025-02-23,3,OPERANDO,20,13925.0,AGUARDANDO MANUTENÇÃO,1,2172.0,30840.0,1.0,Maquina Eta,68.0,domingo,48.68,73.79,100.0,35.92
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Theta,69.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Theta,69.0,domingo,,,,
2025-02-23,3,OPERANDO,18,13494.0,LIMPEZA DO POSTO DE TRABALHO,1,2193.0,30840.0,1.0,Maquina Theta,69.0,domingo,46.36,94.78,100.0,43.94
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Iota,68.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Iota,68.0,domingo,,,,
2025-02-23,3,OPERANDO,14,18266.0,FIM DE SEMANA,3,6466.0,30840.0,1.0,Maquina Iota,68.0,domingo,80.92,98.2,100.0,79.46
2025-02-23,1,FIM DE SEMANA,1,33480.0,AGUARDANDO CHEFE/PREPARADOR/ENGENHARIA,0,0.0,33480.0,1.0,Maquina Kappa,65.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Kappa,65.0,domingo,,,,
2025-02-23,3,OPERANDO,19,10912.0,FIM DE SEMANA,7,8683.0,30840.0,1.0,Maquina Kappa,65.0,domingo,49.48,98.32,100.0,48.65
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-02-23,3,FIM DE SEMANA,1,30840.0,,,,30840.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-02-23,1,FIM DE SEMANA,1,32644.0,OPERANDO,1,368.0,33480.0,1.0,Maquina Sigma,60.0,domingo,44.02,,,
2025-02-23,2,OPERANDO,5,15405.0,FIM DE SEMANA,1,3306.0,22080.0,1.0,Maquina Sigma,60.0,domingo,90.76,84.51,100.0,76.7
2025-02-23,3,FIM DE SEMANA,1,30840.0,ProblemasProcesso,0,0.0,30840.0,1.0,Maquina Sigma,60.0,domingo,,,,
2025-02-23,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Omega,65.0,domingo,,,,
2025-02-23,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Omega,65.0,domingo,,,,
2025-02-23,3,OPERANDO,16,18219.0,FIM DE SEMANA,3,8406.0,30840.0,1.0,Maquina Omega,65.0,domingo,81.32,109.36,100.0,88.93
2025-02-24,1,Parada planejada,1,33480.0,PARADA NÃO JUSTIFICADA,0,0.0,33480.0,2.0,Maquina Alpha,65.0,segunda-feira,,,,
2025-02-24,2,Parada planejada,1,32760.0,PARADA NÃO JUSTIFICADA,0,0.0,32760.0,2.0,Maquina Alpha,65.0,segunda-feira,,,,
2025-02-24,3,TURNO NÃO PLANEJADO,1,20160.0,,,,20160.0,2.0,Maquina Alpha,65.0,segunda-feira,,,,
2025-02-24,1,OPERANDO,37,10435.0,PREPARAÇÃO,5,2691.0,30600.0,2.0,Maquina Beta,65.0,segunda-feira,36.35,69.15,100.0,25.14
2025-02-24,2,OPERANDO,26,20128.0,ProblemasProcesso,9,2536.0,30600.0,2.0,Maquina Beta,65.0,segunda-feira,69.89,110.54,100.0,77.26
2025-02-24,3,OPERANDO,18,13346.0,PREPARAÇÃO,5,3148.0,25200.0,2.0,Maquina Beta,65.0,segunda-feira,56.67,111.7,100.0,63.3
2025-02-24,1,MANUTENÇÃO CORRETIVA AGENDADA,1,15181.0,OPERANDO,4,10670.0,33480.0,2.0,Maquina Gamma,67.0,segunda-feira,64.67,42.51,100.0,27.49
2025-02-24,2,MANUTENÇÃO CORRETIVA AGENDADA,1,18843.0,OPERANDO,15,4431.0,32760.0,2.0,Maquina Gamma,67.0,segunda-feira,31.84,75.64,109.92,26.47
2025-02-24,3,OPERANDO,10,10928.0,ProblemasProcesso,10,4372.0,20160.0,2.0,Maquina Gamma,67.0,segunda-feira,65.53,57.96,100.0,37.98
2025-02-24,1,MANUTENÇÃO PREVENTIVA,1,33480.0,,,,33480.0,2.0,Maquina Delta,65.0,segunda-feira,,,,
2025-02-24,2,MANUTENÇÃO PREVENTIVA,1,32760.0,,,,32760.0,2.0,Maquina Delta,65.0,segunda-feira,,,,
2025-02-24,3,MANUTENÇÃO PREVENTIVA,1,20160.0,,,,20160.0,2.0,Maquina Delta,65.0,segunda-feira,,,,
2025-02-24,1,OPERANDO,14,12052.0,ProblemasProcesso,5,4834.0,33480.0,2.0,Maquina Epsilon,63.0,segunda-feira,38.04,90.12,100.0,34.28
2025-02-24,2,OPERANDO,20,13472.0,PREPARAÇÃO,2,4663.0,32760.0,2.0,Maquina Epsilon,63.0,segunda-feira,43.69,86.74,100.0,37.9
2025-02-24,3,OPERANDO,13,12546.0,ProblemasProcesso,9,2117.0,20160.0,2.0,Maquina Epsilon,63.0,segunda-feira,68.33,99.9,100.0,68.26
2025-02-24,1,OPERANDO,23,20900.0,ProblemasProcesso,14,2468.0,30600.0,2.0,Maquina Zeta,68.0,segunda-feira,72.57,108.32,100.0,78.61
2025-02-24,2,OPERANDO,17,18077.0,REFEIÇÃO,1,2420.0,30600.0,2.0,Maquina Zeta,68.0,segunda-feira,62.86,112.03,100.0,70.42
2025-02-24,3,OPERANDO,15,17712.0,ProblemasProcesso,9,1879.0,25200.0,2.0,Maquina Zeta,68.0,segunda-feira,74.81,101.99,100.0,76.3
2025-02-24,1,OPERANDO,14,18292.0,PREPARAÇÃO,4,3132.0,33480.0,2.0,Maquina Eta,68.0,segunda-feira,57.87,100.04,100.0,57.89
2025-02-24,2,OPERANDO,21,19018.0,ProblemasManutencao,3,2735.0,32760.0,2.0,Maquina Eta,68.0,segunda-feira,61.43,97.54,100.0,59.92
2025-02-24,3,OPERANDO,14,8006.0,REFEIÇÃO,1,1645.0,20160.0,2.0,Maquina Eta,68.0,segunda-feira,43.24,101.84,100.0,44.04
2025-02-24,1,OPERANDO,19,11203.0,PREPARAÇÃO,6,4406.0,33480.0,2.0,Maquina Theta,69.0,segunda-feira,35.36,95.14,100.0,33.64
2025-02-24,2,OPERANDO,17,10061.0,PREPARAÇÃO,4,4260.0,32760.0,2.0,Maquina Theta,69.0,segunda-feira,32.5,87.89,100.97,28.84
2025-02-24,3,OPERANDO,13,8829.0,PREPARAÇÃO,1,2553.0,20160.0,2.0,Maquina Theta,69.0,segunda-feira,47.68,95.76,100.0,45.66
2025-02-24,1,OPERANDO,17,25346.0,REFEIÇÃO,1,1902.0,33480.0,2.0,Maquina Iota,68.0,segunda-feira,80.01,103.14,100.0,82.52
2025-02-24,2,Parada planejada,1,19024.0,OPERANDO,7,7586.0,32760.0,2.0,Maquina Iota,68.0,segunda-feira,57.05,96.26,100.0,54.92
2025-02-24,3,OPERANDO,11,10340.0,TURNO NÃO PLANEJADO,3,3411.0,20160.0,2.0,Maquina Iota,68.0,segunda-feira,69.21,108.54,100.0,75.12
2025-02-24,1,OPERANDO,21,5586.0,PREPARAÇÃO,4,5221.0,33480.0,2.0,Maquina Kappa,65.0,segunda-feira,19.33,71.51,100.0,13.82
2025-02-24,2,OPERANDO,24,9209.0,ProblemasManutencao,4,4113.0,32760.0,2.0,Maquina Kappa,65.0,segunda-feira,29.73,81.08,100.0,24.11
2025-02-24,3,OPERANDO,8,8462.0,TURNO NÃO PLANEJADO,4,7461.0,20160.0,2.0,Maquina Kappa,65.0,segunda-feira,66.75,130.12,103.26,89.69
2025-02-24,1,OPERANDO,16,17083.0,PREPARAÇÃO,4,6701.0,33480.0,2.0,Maquina Lambda,55.0,segunda-feira,54.43,125.89,100.0,68.52
2025-02-24,2,OPERANDO,22,15922.0,REFEIÇÃO,1,2441.0,32760.0,2.0,Maquina Lambda,55.0,segunda-feira,51.65,89.82,100.0,46.39
2025-02-24,3,TURNO NÃO PLANEJADO,1,20160.0,AGUA/BANHEIRO,0,0.0,20160.0,2.0,Maquina Lambda,55.0,segunda-feira,,,,
2025-02-24,1,OPERANDO,15,8826.0,PREPARAÇÃO,5,8349.0,33480.0,2.0,Maquina Sigma,60.0,segunda-feira,31.4,61.82,100.0,19.41
2025-02-24,2,ProblemasManutencao,3,21314.0,INSPECIONAR/MEDIR AMOSTRA,2,2386.0,32760.0,2.0,Maquina Sigma,60.0,segunda-feira,7.11,72.86,100.0,5.18
2025-02-24,3,TURNO NÃO PLANEJADO,1,20160.0,INSPECIONAR/MEDIR AMOSTRA,0,0.0,20160.0,2.0,Maquina Sigma,60.0,segunda-feira,,,,
2025-02-24,1,Parada planejada,1,19596.0,OPERANDO,8,9487.0,33480.0,2.0,Maquina Omega,65.0,segunda-feira,78.51,117.77,100.0,92.46
2025-02-24,2,OPERANDO,10,11922.0,Parada planejada,1,8406.0,32760.0,2.0,Maquina Omega,65.0,segunda-feira,56.02,109.95,100.0,61.59
2025-02-24,3,TURNO NÃO PLANEJADO,4,11857.0,OPERANDO,5,6361.0,20160.0,2.0,Maquina Omega,65.0,segunda-feira,89.81,116.61,100.0,104.73
2025-02-25,1,Parada planejada,1,33480.0,PARADA NÃO JUSTIFICADA,0,0.0,33480.0,3.0,Maquina Alpha,65.0,terca-feira,,,,
2025-02-25,2,Parada planejada,1,32760.0,PARADA NÃO JUSTIFICADA,0,0.0,32760.0,3.0,Maquina Alpha,65.0,terca-feira,,,,
2025-02-25,3,TURNO NÃO PLANEJADO,1,20160.0,,,,20160.0,3.0,Maquina Alpha,65.0,terca-feira,,,,
2025-02-25,1,OPERANDO,33,10129.0,PREPARAÇÃO,4,3136.0,30600.0,3.0,Maquina Beta,65.0,terca-feira,35.32,79.53,100.0,28.09
2025-02-25,2,OPERANDO,19,17256.0,REFEIÇÃO,1,3676.0,30600.0,3.0,Maquina Beta,65.0,terca-feira,59.92,117.44,100.0,70.37
2025-02-25,3,OPERANDO,19,17617.0,ProblemasProcesso,12,2199.0,25200.0,3.0,Maquina Beta,65.0,terca-feira,75.36,118.4,100.0,89.23
2025-02-25,1,ProblemasProcesso,3,10643.0,OPERANDO,18,10124.0,33480.0,3.0,Maquina Gamma,67.0,terca-feira,31.96,85.63,100.0,27.37
2025-02-25,2,OPERANDO,19,20163.0,ProblemasProcesso,10,2524.0,32760.0,3.0,Maquina Gamma,67.0,terca-feira,65.13,89.42,101.38,59.04
2025-02-25,3,ProblemasProcesso,12,11269.0,TURNO NÃO PLANEJADO,3,5584.0,20160.0,3.0,Maquina Gamma,67.0,terca-feira,7.91,56.83,100.0,4.5
2025-02-25,1,MANUTENÇÃO PREVENTIVA,1,33480.0,,,,33480.0,3.0,Maquina Delta,65.0,terca-feira,,,,
2025-02-25,2,MANUTENÇÃO PREVENTIVA,1,32760.0,,,,32760.0,3.0,Maquina Delta,65.0,terca-feira,,,,
2025-02-25,3,MANUTENÇÃO PREVENTIVA,1,20160.0,,,,20160.0,3.0,Maquina Delta,65.0,terca-feira,,,,
2025-02-25,1,OPERANDO,16,15052.0,PREPARAÇÃO,4,3230.0,33480.0,3.0,Maquina Epsilon,63.0,terca-feira,47.51,59.54,100.0,28.29
2025-02-25,2,OPERANDO,22,13551.0,REFEIÇÃO,1,3803.0,32760.0,3.0,Maquina Epsilon,63.0,terca-feira,43.77,93.2,100.0,40.79
2025-02-25,3,OPERANDO,13,8779.0,MANUTENÇÃO CORRETIVA,1,6534.0,20160.0,3.0,Maquina Epsilon,63.0,terca-feira,44.39,83.21,100.0,36.94
2025-02-25,1,OPERANDO,27,21119.0,ProblemasProcesso,11,2489.0,30600.0,3.0,Maquina Zeta,68.0,terca-feira,73.33,108.02,100.0,79.21
2025-02-25,2,MANUTENÇÃO CORRETIVA,7,20845.0,OPERANDO,13,5661.0,30600.0,3.0,Maquina Zeta,68.0,terca-feira,19.59,74.84,103.12,15.12
2025-02-25,3,MANUTENÇÃO CORRETIVA,1,25200.0,OPERANDO,0,0.0,25200.0,3.0,Maquina Zeta,68.0,terca-feira,0.0,,,
2025-02-25,1,OPERANDO,24,18164.0,ProblemasProcesso,5,4008.0,33480.0,3.0,Maquina Eta,68.0,terca-feira,57.34,101.78,100.0,58.36
2025-02-25,2,OPERANDO,23,15645.0,DIALOGO DIARIO DE SEGURANÇA (DDS),1,2042.0,32760.0,3.0,Maquina Eta,68.0,terca-feira,50.52,86.99,100.0,43.95
2025-02-25,3,OPERANDO,15,13720.0,REFEIÇÃO,1,1634.0,20160.0,3.0,Maquina Eta,68.0,terca-feira,74.06,93.05,100.0,68.91
2025-02-25,1,OPERANDO,22,19250.0,PREPARAÇÃO,2,2372.0,33480.0,3.0,Maquina Theta,69.0,terca-feira,60.76,105.82,100.0,64.3
2025-02-25,2,OPERANDO,26,17549.0,DIALOGO DIARIO DE SEGURANÇA (DDS),1,1941.0,32760.0,3.0,Maquina Theta,69.0,terca-feira,56.68,97.73,100.0,55.39
2025-02-25,3,OPERANDO,13,11153.0,PREPARAÇÃO,2,1759.0,20160.0,3.0,Maquina Theta,69.0,terca-feira,60.21,108.31,100.0,65.21
2025-02-25,1,ProblemasManutencao,2,12861.0,Parada planejada,2,7350.0,33480.0,3.0,Maquina Iota,68.0,terca-feira,22.85,88.15,191.88,38.65
2025-02-25,2,OPERANDO,14,17788.0,REFEIÇÃO,1,3897.0,32760.0,3.0,Maquina Iota,68.0,terca-feira,60.09,105.34,100.0,63.3
2025-02-25,3,OPERANDO,7,14944.0,REFEIÇÃO,1,1883.0,20160.0,3.0,Maquina Iota,68.0,terca-feira,90.48,109.71,100.0,99.27
2025-02-25,1,OPERANDO,21,11875.0,ProblemasManutencao,2,3367.0,33480.0,3.0,Maquina Kappa,65.0,terca-feira,37.62,82.48,100.0,31.03
2025-02-25,2,OPERANDO,17,11821.0,PREPARAÇÃO,7,5912.0,32760.0,3.0,Maquina Kappa,65.0,terca-feira,38.47,83.97,100.0,32.3
2025-02-25,3,OPERANDO,11,13419.0,TURNO NÃO PLANEJADO,3,4235.0,20160.0,3.0,Maquina Kappa,65.0,terca-feira,84.26,113.93,100.0,96.0
2025-02-25,1,OPERANDO,17,21348.0,PREPARAÇÃO,1,2428.0,33480.0,3.0,Maquina Lambda,55.0,terca-feira,67.39,102.65,100.0,69.18
2025-02-25,2,Parada planejada,1,23335.0,OPERANDO,5,4544.0,32760.0,3.0,Maquina Lambda,55.0,terca-feira,48.21,54.74,100.0,26.39
2025-02-25,3,OPERANDO,7,10670.0,TURNO NÃO PLANEJADO,5,8278.0,20160.0,3.0,Maquina Lambda,55.0,terca-feira,89.8,85.16,100.0,76.47
2025-02-25,1,Parada planejada,1,32866.0,CHECK LIST ROTINA,2,371.0,33480.0,3.0,Maquina Sigma,60.0,terca-feira,0.0,,,
2025-02-25,2,AUXILIO A OUTRA MAQUINA,1,13220.0,OPERANDO,5,6142.0,32760.0,3.0,Maquina Sigma,60.0,terca-feira,20.6,88.62,100.0,18.26
2025-02-25,3,TURNO NÃO PLANEJADO,1,20160.0,AGUARDANDO FERRAMENTARIA,0,0.0,20160.0,3.0,Maquina Sigma,60.0,terca-feira,,,,
2025-02-25,1,OPERANDO,20,12957.0,ProblemasProcesso,6,6116.0,33480.0,3.0,Maquina Omega,65.0,terca-feira,42.19,102.15,100.0,43.1
2025-02-25,2,OPERANDO,8,7636.0,MANUTENÇÃO CORRETIVA,2,6611.0,32760.0,3.0,Maquina Omega,65.0,terca-feira,24.68,110.15,100.0,27.19
2025-02-25,3,TURNO NÃO PLANEJADO,1,20160.0,AGUARDANDO MANUTENÇÃO,0,0.0,20160.0,3.0,Maquina Omega,65.0,terca-feira,,,,
2025-02-26,1,Parada planejada,1,33480.0,PARADA NÃO JUSTIFICADA,0,0.0,33480.0,4.0,Maquina Alpha,65.0,quarta-feira,,,,
2025-02-26,2,Parada planejada,1,32760.0,PARADA NÃO JUSTIFICADA,0,0.0,32760.0,4.0,Maquina Alpha,65.0,quarta-feira,,,,
